GenericName	SideeffectTerm	FrequencyRatingValue	
voriconazole	injection site reaction	4
voriconazole	somnolence	2
voriconazole	disseminated intravascular coagulation	3
voriconazole	loss of consciousness	3
voriconazole	paraesthesia	4
voriconazole	constipation	3
voriconazole	feeling abnormal	4
voriconazole	ventricular arrhythmia	3
voriconazole	cheilitis	4
voriconazole	anxiety	4
voriconazole	hallucination	4
voriconazole	scleritis	3
voriconazole	dermatitis	5
voriconazole	optic atrophy	2
voriconazole	chest pain	4
voriconazole	dermatitis atopic	3
voriconazole	encephalopathy	2
voriconazole	chromatopsia	5
voriconazole	cholelithiasis	3
voriconazole	blood creatinine increased	4
voriconazole	erythema	4
voriconazole	glossitis	3
voriconazole	sinusitis	4
voriconazole	stevens-johnson syndrome	3
voriconazole	syncope	3
voriconazole	brain oedema	3
voriconazole	diplopia	3
voriconazole	urticaria	3
voriconazole	lymphadenopathy	3
voriconazole	erythema multiforme	3
voriconazole	corneal opacity	2
voriconazole	pseudomembranous colitis	2
voriconazole	eosinophilia	3
voriconazole	diarrhoea	5
voriconazole	duodenitis	3
voriconazole	pancreatitis	3
voriconazole	tachycardia	4
voriconazole	nystagmus	3
voriconazole	hypersensitivity	3
voriconazole	adrenal insufficiency	3
voriconazole	renal tubular necrosis	2
voriconazole	photophobia	5
voriconazole	insomnia	2
voriconazole	confusional state	4
voriconazole	drug eruption	3
voriconazole	anaphylactoid reaction	3
voriconazole	renal impairment	3
voriconazole	tongue oedema	3
voriconazole	gastroenteritis	4
voriconazole	rash macular	4
voriconazole	gingivitis	3
voriconazole	alanine aminotransferase increased	4
voriconazole	tinnitus	2
voriconazole	blood cholesterol increased	3
voriconazole	hepatomegaly	3
voriconazole	agranulocytosis	3
voriconazole	respiratory distress	4
voriconazole	phlebitis	4
voriconazole	haematuria	4
voriconazole	albuminuria	3
voriconazole	hepatitis	3
voriconazole	pancytopenia	3
voriconazole	blood alkaline phosphatase increased	4
voriconazole	dysgeusia	3
voriconazole	hypertension	3
voriconazole	protein urine present	3
voriconazole	vertigo	3
voriconazole	influenza	4
voriconazole	vascular purpura	4
voriconazole	vomiting	5
voriconazole	peritonitis	3
voriconazole	bradycardia	3
voriconazole	nephritis	3
voriconazole	oculogyric crisis	2
voriconazole	nodal arrhythmia	2
voriconazole	headache	5
voriconazole	anaphylactic shock	3
voriconazole	neuropathy peripheral	2
voriconazole	papilloedema	3
voriconazole	hepatic enzyme increased	4
voriconazole	body temperature increased	5
voriconazole	dizziness	4
voriconazole	thrombocytopenia	4
voriconazole	hypoaesthesia	3
voriconazole	optic neuritis	3
voriconazole	agitation	4
voriconazole	eczema	3
voriconazole	anaemia megaloblastic	4
voriconazole	hepatic failure	3
voriconazole	supraventricular tachycardia	3
voriconazole	jaundice cholestatic	4
voriconazole	eye haemorrhage	3
voriconazole	deafness	2
voriconazole	dry mouth	3
voriconazole	toxic epidermal necrolysis	2
voriconazole	back pain	4
voriconazole	hypothyroidism	2
voriconazole	drug hypersensitivity	3
voriconazole	vision blurred	5
voriconazole	nausea	5
voriconazole	shock	3
voriconazole	dermatitis exfoliative	4
voriconazole	depression	4
voriconazole	influenza like illness	4
voriconazole	tremor	4
voriconazole	face oedema	4
voriconazole	psoriasis	3
voriconazole	hypertonia	3
voriconazole	thrombophlebitis	4
voriconazole	arrhythmia supraventricular	3
voriconazole	gastrointestinal pain	5
voriconazole	chills	4
voriconazole	hypokalaemia	4
voriconazole	anaemia	4
voriconazole	alopecia	4
voriconazole	hypercholesterolaemia	3
voriconazole	purpura	4
voriconazole	hyperthyroidism	2
voriconazole	rash maculo-papular	4
voriconazole	cholecystitis	3
voriconazole	retinal haemorrhage	2
voriconazole	rash	5
voriconazole	dyspepsia	3
voriconazole	abdominal pain	5
voriconazole	angioedema	3
voriconazole	extrapyramidal disorder	2
voriconazole	blepharitis	3
voriconazole	oedema peripheral	5
voriconazole	hypotension	4
voriconazole	photosensitivity reaction	4
voriconazole	liver function test abnormal	4
voriconazole	ataxia	3
voriconazole	blood urea increased	3
voriconazole	hyperbilirubinaemia	3
voriconazole	inflammation	4
voriconazole	aspartate aminotransferase increased	4
voriconazole	proteinuria	3
voriconazole	pruritus	4
voriconazole	acute respiratory distress syndrome	4
voriconazole	rash papular	4
voriconazole	visual impairment	5
felbamate	aggression	4
felbamate	blood lactate dehydrogenase increased	3
felbamate	miosis	4
felbamate	asthenia	4
felbamate	decreased appetite	5
felbamate	gait disturbance	4
felbamate	leukopenia	4
felbamate	hyponatraemia	3
felbamate	somnolence	5
felbamate	depressed level of consciousness	4
felbamate	paraesthesia	4
felbamate	constipation	4
felbamate	feeling abnormal	4
felbamate	pharyngitis	4
felbamate	anxiety	4
felbamate	hallucination	3
felbamate	chest pain	3
felbamate	hypophosphataemia	4
felbamate	leukocytosis	3
felbamate	sinusitis	4
felbamate	stevens-johnson syndrome	2
felbamate	diplopia	4
felbamate	rhinitis	4
felbamate	urticaria	3
felbamate	lymphadenopathy	3
felbamate	erythema multiforme	2
felbamate	diarrhoea	4
felbamate	tachycardia	4
felbamate	palpitations	4
felbamate	insomnia	5
felbamate	hiccups	4
felbamate	anaphylactoid reaction	2
felbamate	cough	4
felbamate	myalgia	4
felbamate	pain	4
felbamate	alanine aminotransferase increased	4
felbamate	weight increased	4
felbamate	mental disability	4
felbamate	agranulocytosis	3
felbamate	increased appetite	3
felbamate	dermatitis bullous	3
felbamate	blood alkaline phosphatase increased	3
felbamate	dysgeusia	4
felbamate	otitis media	4
felbamate	ill-defined disorder	4
felbamate	vascular purpura	5
felbamate	vomiting	5
felbamate	stupor	4
felbamate	oesophagitis	3
felbamate	haemoglobin	4
felbamate	weight decreased	4
felbamate	urinary tract infection	4
felbamate	anaphylactic shock	2
felbamate	body temperature increased	5
felbamate	dizziness	5
felbamate	thrombocytopenia	3
felbamate	thinking abnormal	4
felbamate	affect lability	4
felbamate	agitation	4
felbamate	migraine	3
felbamate	supraventricular tachycardia	2
felbamate	dry mouth	4
felbamate	suicide attempt	3
felbamate	nervousness	5
felbamate	nausea	4
felbamate	depression	4
felbamate	influenza like illness	4
felbamate	tremor	4
felbamate	face oedema	4
felbamate	acne	4
felbamate	tension	5
felbamate	discomfort	4
felbamate	fatigue	4
felbamate	gastrointestinal pain	4
felbamate	hypokalaemia	3
felbamate	purpura	5
felbamate	euphoric mood	3
felbamate	malaise	4
felbamate	dyspepsia	4
felbamate	abdominal pain	4
felbamate	haemorrhage	4
felbamate	mood swings	4
felbamate	photosensitivity reaction	2
felbamate	ataxia	4
felbamate	musculoskeletal discomfort	4
felbamate	aspartate aminotransferase increased	4
felbamate	pruritus	4
felbamate	visual impairment	4
clomifene	dermatitis atopic	3
clomifene	breast tenderness	4
clomifene	uterine haemorrhage	3
clomifene	menorrhagia	4
clomifene	insomnia	4
clomifene	weight increased	3
clomifene	vomiting	4
clomifene	headache	4
clomifene	dizziness	4
clomifene	abdominal discomfort	4
clomifene	flushing	5
clomifene	alopecia	3
tiaprofenic.acid	somnolence	4
tiaprofenic.acid	constipation	4
tiaprofenic.acid	dermatitis	4
tiaprofenic.acid	erythema	4
tiaprofenic.acid	hot flush	4
tiaprofenic.acid	flatulence	4
tiaprofenic.acid	diarrhoea	4
tiaprofenic.acid	oedema	4
tiaprofenic.acid	vomiting	4
tiaprofenic.acid	abdominal pain upper	4
tiaprofenic.acid	headache	4
tiaprofenic.acid	dizziness	4
tiaprofenic.acid	dry mouth	4
tiaprofenic.acid	nausea	4
tiaprofenic.acid	depression	4
tiaprofenic.acid	gastrointestinal pain	4
tiaprofenic.acid	melaena	3
tiaprofenic.acid	menopausal symptoms	4
tiaprofenic.acid	stomatitis	4
tiaprofenic.acid	rash	4
tiaprofenic.acid	dyspepsia	4
tiaprofenic.acid	abdominal pain	4
tiaprofenic.acid	enterocolitis	3
tiaprofenic.acid	photosensitivity reaction	4
tiaprofenic.acid	epistaxis	3
tiaprofenic.acid	pruritus	4
fenofibrate	asthenia	3
fenofibrate	constipation	4
fenofibrate	feeling abnormal	4
fenofibrate	pharyngitis	4
fenofibrate	myositis	3
fenofibrate	dermatitis	4
fenofibrate	chest pain	4
fenofibrate	nasopharyngitis	4
fenofibrate	rhabdomyolysis	1
fenofibrate	blood creatinine increased	3
fenofibrate	erythema	1
fenofibrate	flatulence	4
fenofibrate	malnutrition	4
fenofibrate	rhinitis	4
fenofibrate	urticaria	4
fenofibrate	hepatobiliary disease	3
fenofibrate	diarrhoea	4
fenofibrate	pancreatitis	3
fenofibrate	insomnia	4
fenofibrate	myalgia	4
fenofibrate	pain	4
fenofibrate	upper respiratory tract infection	4
fenofibrate	laboratory test abnormal	3
fenofibrate	embolism	3
fenofibrate	ill-defined disorder	4
fenofibrate	pulmonary embolism	3
fenofibrate	conjunctivitis	4
fenofibrate	vomiting	4
fenofibrate	embolism venous	3
fenofibrate	pain in extremity	4
fenofibrate	headache	4
fenofibrate	gastrointestinal disorder	4
fenofibrate	gastritis	3
fenofibrate	dizziness	4
fenofibrate	nervous system disorder	2
fenofibrate	disturbance in sexual arousal	3
fenofibrate	back pain	4
fenofibrate	muscle spasms	3
fenofibrate	nausea	4
fenofibrate	discomfort	4
fenofibrate	fatigue	4
fenofibrate	arthralgia	4
fenofibrate	gastrointestinal pain	4
fenofibrate	alopecia	2
fenofibrate	rash	4
fenofibrate	malaise	4
fenofibrate	dyspepsia	4
fenofibrate	abdominal pain	4
fenofibrate	photosensitivity reaction	2
fenofibrate	liver function test abnormal	4
fenofibrate	musculoskeletal discomfort	4
fenofibrate	libido decreased	3
fenofibrate	aspartate aminotransferase increased	4
fenofibrate	pruritus	4
fenofibrate	deep vein thrombosis	3
alosetron	proctitis	2
alosetron	colitis ulcerative	2
alosetron	asthenia	3
alosetron	haemorrhoids	4
alosetron	hypoglycaemia	2
alosetron	constipation	5
alosetron	burning sensation	2
alosetron	feeling abnormal	3
alosetron	colitis	2
alosetron	anxiety	3
alosetron	fungal infection	2
alosetron	balance disorder	2
alosetron	pollakiuria	3
alosetron	colitis ischaemic	3
alosetron	urticaria	3
alosetron	abnormal dreams	2
alosetron	polyuria	2
alosetron	menstrual disorder	3
alosetron	respiratory tract infection	2
alosetron	hypersensitivity	2
alosetron	photophobia	2
alosetron	confusional state	2
alosetron	cough	2
alosetron	feeling cold	2
alosetron	gastroenteritis	2
alosetron	myalgia	2
alosetron	abdominal distension	4
alosetron	pain	4
alosetron	diverticulitis	2
alosetron	cystitis	2
alosetron	ill-defined disorder	3
alosetron	hyperhidrosis	3
alosetron	haemoglobin	2
alosetron	extrasystoles	2
alosetron	ileus	2
alosetron	arrhythmia	2
alosetron	gastritis	2
alosetron	hypoaesthesia	2
alosetron	abdominal discomfort	4
alosetron	urine output increased	2
alosetron	respiration abnormal	3
alosetron	dry mouth	3
alosetron	muscle spasms	3
alosetron	nausea	4
alosetron	tenderness	2
alosetron	tremor	2
alosetron	cognitive disorder	2
alosetron	infection	2
alosetron	cystitis noninfective	2
alosetron	respiratory disorder	3
alosetron	discomfort	3
alosetron	fatigue	3
alosetron	haematoma	2
alosetron	hyperglycaemia	2
alosetron	alopecia	2
alosetron	cholecystitis	2
alosetron	malaise	3
alosetron	bladder pain	2
alosetron	contusion	2
alosetron	blood pressure increased	2
alosetron	haemorrhage	2
alosetron	musculoskeletal discomfort	2
desirudin	wound secretion	4
desirudin	impaired healing	3
desirudin	haemoglobin	5
desirudin	nausea	4
desirudin	thrombophlebitis	4
desirudin	anaemia	4
desirudin	haemorrhage	4
histrelin	erythema	4
histrelin	breast disorder	4
histrelin	urinary tract disorder	4
histrelin	mental disorder	4
histrelin	gastrointestinal disorder	4
histrelin	swelling	3
histrelin	nervous system disorder	4
histrelin	tenderness	4
histrelin	urethral disorder	4
histrelin	contusion	4
histrelin	erectile dysfunction	4
calcium.folinate	asthenia	4
calcium.folinate	decreased appetite	4
calcium.folinate	leukopenia	5
calcium.folinate	constipation	4
calcium.folinate	feeling abnormal	4
calcium.folinate	dermatitis	5
calcium.folinate	diarrhoea	5
calcium.folinate	lethargy	4
calcium.folinate	ill-defined disorder	4
calcium.folinate	vomiting	5
calcium.folinate	thrombocytopenia	4
calcium.folinate	nausea	5
calcium.folinate	infection	4
calcium.folinate	discomfort	4
calcium.folinate	fatigue	4
calcium.folinate	alopecia	5
calcium.folinate	stomatitis	5
calcium.folinate	malaise	4
naftifine	pain of skin	3
naftifine	dermatitis	3
naftifine	erythema	4
naftifine	pain	4
naftifine	rash	3
naftifine	pruritus	4
midodrine	paraesthesia	5
midodrine	dermatitis	4
midodrine	pollakiuria	3
midodrine	tachycardia	2
midodrine	pain	4
midodrine	urinary retention	4
midodrine	sleep disorder	3
midodrine	hepatic function abnormal	2
midodrine	hypertension	4
midodrine	bradycardia	3
midodrine	headache	3
midodrine	nausea	4
midodrine	chills	4
midodrine	rash	4
midodrine	dysuria	5
midodrine	micturition urgency	3
midodrine	pruritus	5
midazolam	somnolence	4
midazolam	hypoxia	4
midazolam	ventricular extrasystoles	4
midazolam	dermatitis	4
midazolam	laryngospasm	3
midazolam	nasopharyngitis	3
midazolam	erythema	4
midazolam	induration	4
midazolam	musculoskeletal stiffness	3
midazolam	urticaria	3
midazolam	sneezing	3
midazolam	hiccups	4
midazolam	cough	4
midazolam	pain	4
midazolam	rhonchi	4
midazolam	phlebitis	3
midazolam	vomiting	4
midazolam	pulmonary function test decreased	4
midazolam	injection site pain	4
midazolam	bradycardia	4
midazolam	extrasystoles	4
midazolam	headache	4
midazolam	agitation	4
midazolam	rhinorrhoea	3
midazolam	nausea	4
midazolam	tenderness	4
midazolam	respiratory depression	4
midazolam	rash	4
midazolam	pruritus	3
didanosine	dermatitis	4
didanosine	diarrhoea	5
didanosine	pancreatitis	4
didanosine	neuropathy peripheral	5
didanosine	gastrointestinal pain	4
didanosine	rash	4
didanosine	abdominal pain	4
didanosine	pruritus	4
conivaptan	candida infection	4
conivaptan	hypomagnesaemia	4
conivaptan	hyponatraemia	4
conivaptan	constipation	4
conivaptan	erythema	4
conivaptan	pollakiuria	4
conivaptan	infusion site reaction	5
conivaptan	polyuria	4
conivaptan	atrial fibrillation	4
conivaptan	insomnia	4
conivaptan	thirst	4
conivaptan	dehydration	4
conivaptan	haematuria	4
conivaptan	infusion site pain	4
conivaptan	oral candidiasis	4
conivaptan	headache	4
conivaptan	body temperature increased	4
conivaptan	urine output increased	4
conivaptan	dry mouth	4
conivaptan	oedema peripheral	4
enfuvirtide	asthenia	4
enfuvirtide	decreased appetite	4
enfuvirtide	nodule	5
enfuvirtide	dry skin	4
enfuvirtide	skin papilloma	4
enfuvirtide	nasal congestion	4
enfuvirtide	nephrolithiasis	4
enfuvirtide	anxiety	4
enfuvirtide	pneumonia	4
enfuvirtide	disturbance in attention	4
enfuvirtide	erythema	5
enfuvirtide	sinusitis	4
enfuvirtide	induration	5
enfuvirtide	seborrhoeic dermatitis	4
enfuvirtide	ecchymosis	5
enfuvirtide	lymphadenopathy	4
enfuvirtide	herpes simplex	4
enfuvirtide	diarrhoea	5
enfuvirtide	cyst	5
enfuvirtide	pancreatitis	4
enfuvirtide	folliculitis	4
enfuvirtide	gastrooesophageal reflux disease	4
enfuvirtide	cough	4
enfuvirtide	myalgia	4
enfuvirtide	pain	5
enfuvirtide	diabetes mellitus	4
enfuvirtide	haematuria	4
enfuvirtide	vertigo	4
enfuvirtide	influenza	4
enfuvirtide	conjunctivitis	4
enfuvirtide	blood triglycerides increased	4
enfuvirtide	weight decreased	4
enfuvirtide	pain in extremity	4
enfuvirtide	neuropathy peripheral	5
enfuvirtide	ear infection	4
enfuvirtide	hypoaesthesia	4
enfuvirtide	dry mouth	4
enfuvirtide	hypertriglyceridaemia	4
enfuvirtide	nausea	5
enfuvirtide	influenza like illness	4
enfuvirtide	tremor	4
enfuvirtide	acne	4
enfuvirtide	discomfort	5
enfuvirtide	fatigue	5
enfuvirtide	irritability	4
enfuvirtide	gastrointestinal pain	4
enfuvirtide	abdominal pain	4
enfuvirtide	nightmare	4
enfuvirtide	musculoskeletal discomfort	4
enfuvirtide	pruritus	5
lisdexamfetamine	decreased appetite	5
lisdexamfetamine	somnolence	4
lisdexamfetamine	anxiety	4
lisdexamfetamine	dermatitis	4
lisdexamfetamine	malnutrition	5
lisdexamfetamine	diarrhoea	4
lisdexamfetamine	tachycardia	4
lisdexamfetamine	dyspnoea	4
lisdexamfetamine	insomnia	5
lisdexamfetamine	skin disorder	4
lisdexamfetamine	mediastinal disorder	4
lisdexamfetamine	hyperhidrosis	4
lisdexamfetamine	vomiting	4
lisdexamfetamine	weight decreased	4
lisdexamfetamine	mental disorder	5
lisdexamfetamine	abdominal pain upper	5
lisdexamfetamine	gastrointestinal disorder	5
lisdexamfetamine	body temperature increased	4
lisdexamfetamine	dizziness	4
lisdexamfetamine	affect lability	4
lisdexamfetamine	agitation	4
lisdexamfetamine	dry mouth	4
lisdexamfetamine	nervous system disorder	4
lisdexamfetamine	nervousness	4
lisdexamfetamine	nausea	4
lisdexamfetamine	tremor	4
lisdexamfetamine	feeling jittery	4
lisdexamfetamine	irritability	5
lisdexamfetamine	rash	4
lisdexamfetamine	blood pressure increased	4
butorphanol	eye disorder	3
butorphanol	gait disturbance	3
butorphanol	somnolence	5
butorphanol	depressed level of consciousness	3
butorphanol	hypoxia	3
butorphanol	nasal congestion	4
butorphanol	feeling abnormal	4
butorphanol	osteoarthritis	3
butorphanol	dyskinesia	3
butorphanol	pharyngitis	3
butorphanol	hallucination	3
butorphanol	hyperaesthesia	3
butorphanol	dermatitis	3
butorphanol	erythema	3
butorphanol	flatulence	3
butorphanol	hypotonia	3
butorphanol	abnormal dreams	3
butorphanol	hyperacusis	3
butorphanol	tachycardia	3
butorphanol	dyspnoea	3
butorphanol	sinus congestion	3
butorphanol	photophobia	3
butorphanol	insomnia	4
butorphanol	confusional state	4
butorphanol	oedema	3
butorphanol	cough	3
butorphanol	feeling cold	3
butorphanol	hypoventilation	3
butorphanol	tinnitus	3
butorphanol	ear pain	3
butorphanol	hypertension	3
butorphanol	vomiting	5
butorphanol	stupor	3
butorphanol	injury	3
butorphanol	ageusia	3
butorphanol	abdominal pain upper	3
butorphanol	pain in extremity	3
butorphanol	arrhythmia	3
butorphanol	body temperature increased	3
butorphanol	dizziness	5
butorphanol	dysarthria	3
butorphanol	dysphagia	3
butorphanol	agitation	3
butorphanol	disturbance in sexual arousal	3
butorphanol	back pain	3
butorphanol	muscle spasms	3
butorphanol	tremor	3
butorphanol	psychomotor retardation	3
butorphanol	gastrointestinal pain	3
butorphanol	pallor	3
butorphanol	rash	3
butorphanol	respiratory failure	3
butorphanol	abdominal pain	3
butorphanol	blood pressure increased	3
butorphanol	eye pain	3
butorphanol	petechiae	3
butorphanol	hypotension	4
butorphanol	ataxia	3
butorphanol	libido increased	3
butorphanol	derealisation	3
butorphanol	visual impairment	3
romidepsin	asthenia	5
romidepsin	decreased appetite	5
romidepsin	leukopenia	5
romidepsin	hypomagnesaemia	5
romidepsin	hyponatraemia	4
romidepsin	constipation	4
romidepsin	dermatitis	4
romidepsin	hypophosphataemia	4
romidepsin	diarrhoea	5
romidepsin	tachycardia	4
romidepsin	dyspnoea	4
romidepsin	oedema	4
romidepsin	cough	5
romidepsin	blood uric acid increased	4
romidepsin	neutropenia	5
romidepsin	alanine aminotransferase increased	4
romidepsin	dehydration	4
romidepsin	dysgeusia	5
romidepsin	vomiting	4
romidepsin	weight decreased	4
romidepsin	hypoalbuminaemia	4
romidepsin	headache	4
romidepsin	body temperature increased	5
romidepsin	thrombocytopenia	5
romidepsin	lymphopenia	5
romidepsin	hypermagnesaemia	4
romidepsin	nausea	5
romidepsin	dermatitis exfoliative	4
romidepsin	infection	5
romidepsin	fatigue	5
romidepsin	hyperglycaemia	4
romidepsin	gastrointestinal pain	4
romidepsin	chills	4
romidepsin	hypokalaemia	4
romidepsin	anaemia	5
romidepsin	stomatitis	4
romidepsin	hyperuricaemia	4
romidepsin	abdominal pain	4
romidepsin	oedema peripheral	4
romidepsin	hypotension	4
romidepsin	aspartate aminotransferase increased	4
romidepsin	pruritus	4
romidepsin	hypocalcaemia	4
nadolol	asthenia	4
nadolol	feeling cold	4
nadolol	bradycardia	4
nadolol	dizziness	4
nadolol	fatigue	4
nadolol	hypotension	4
florbetapir.(18F)	asthenia	3
florbetapir.(18F)	injection site reaction	3
florbetapir.(18F)	anxiety	3
florbetapir.(18F)	insomnia	3
florbetapir.(18F)	musculoskeletal pain	3
florbetapir.(18F)	headache	4
florbetapir.(18F)	dizziness	3
florbetapir.(18F)	back pain	3
florbetapir.(18F)	nausea	3
florbetapir.(18F)	neck pain	3
florbetapir.(18F)	fatigue	3
florbetapir.(18F)	blood pressure increased	3
flunisolide	pharyngitis	5
flunisolide	sinusitis	4
flunisolide	hypersensitivity	4
flunisolide	vomiting	4
flunisolide	injury	4
flunisolide	urinary tract infection	4
flunisolide	infection	4
flunisolide	dyspepsia	4
daunorubicin	asthenia	5
daunorubicin	decreased appetite	5
daunorubicin	opportunistic infection	5
daunorubicin	constipation	4
daunorubicin	feeling abnormal	4
daunorubicin	chest pain	4
daunorubicin	sinusitis	4
daunorubicin	rhinitis	4
daunorubicin	diarrhoea	5
daunorubicin	dyspnoea	5
daunorubicin	hypersensitivity	5
daunorubicin	insomnia	4
daunorubicin	oedema	4
daunorubicin	cough	5
daunorubicin	myalgia	4
daunorubicin	neutropenia	5
daunorubicin	rectal tenesmus	4
daunorubicin	ill-defined disorder	4
daunorubicin	hyperhidrosis	4
daunorubicin	vomiting	5
daunorubicin	headache	5
daunorubicin	neuropathy peripheral	5
daunorubicin	arrhythmia	5
daunorubicin	body temperature increased	5
daunorubicin	dizziness	4
daunorubicin	back pain	4
daunorubicin	nausea	5
daunorubicin	depression	4
daunorubicin	influenza like illness	4
daunorubicin	discomfort	4
daunorubicin	fatigue	5
daunorubicin	arthralgia	4
daunorubicin	gastrointestinal pain	5
daunorubicin	chills	5
daunorubicin	alopecia	4
daunorubicin	stomatitis	4
daunorubicin	malaise	5
daunorubicin	abdominal pain	5
daunorubicin	anorectal discomfort	4
daunorubicin	musculoskeletal discomfort	4
daunorubicin	pruritus	4
daunorubicin	proctalgia	4
daunorubicin	visual impairment	4
fosamprenavir	asthenia	4
fosamprenavir	nephrolithiasis	3
fosamprenavir	dermatitis	3
fosamprenavir	stevens-johnson syndrome	2
fosamprenavir	flatulence	4
fosamprenavir	malnutrition	4
fosamprenavir	erythema multiforme	2
fosamprenavir	myocardial infarction	3
fosamprenavir	diarrhoea	4
fosamprenavir	skin disorder	3
fosamprenavir	paraesthesia oral	4
fosamprenavir	vomiting	4
fosamprenavir	blood triglycerides increased	4
fosamprenavir	headache	4
fosamprenavir	gastrointestinal disorder	4
fosamprenavir	dizziness	4
fosamprenavir	nervous system disorder	4
fosamprenavir	hypertriglyceridaemia	4
fosamprenavir	nausea	4
fosamprenavir	fatigue	4
fosamprenavir	acute coronary syndrome	3
fosamprenavir	gastrointestinal pain	4
fosamprenavir	hypercholesterolaemia	5
fosamprenavir	rash	3
fosamprenavir	abdominal pain	4
fosamprenavir	angioedema	3
fosamprenavir	pruritus	4
sodium.phenylbutyrate	decreased appetite	4
sodium.phenylbutyrate	rectal haemorrhage	3
sodium.phenylbutyrate	leukopenia	4
sodium.phenylbutyrate	loss of consciousness	4
sodium.phenylbutyrate	constipation	4
sodium.phenylbutyrate	peptic ulcer	3
sodium.phenylbutyrate	dermatitis	4
sodium.phenylbutyrate	leukocytosis	4
sodium.phenylbutyrate	syncope	4
sodium.phenylbutyrate	ecchymosis	3
sodium.phenylbutyrate	aplastic anaemia	3
sodium.phenylbutyrate	pancreatitis	3
sodium.phenylbutyrate	skin odour abnormal	4
sodium.phenylbutyrate	oedema	4
sodium.phenylbutyrate	menstruation irregular	5
sodium.phenylbutyrate	metabolic acidosis	4
sodium.phenylbutyrate	dysgeusia	4
sodium.phenylbutyrate	vomiting	4
sodium.phenylbutyrate	headache	4
sodium.phenylbutyrate	arrhythmia	3
sodium.phenylbutyrate	gastritis	3
sodium.phenylbutyrate	dizziness	4
sodium.phenylbutyrate	thrombocytopenia	4
sodium.phenylbutyrate	nausea	4
sodium.phenylbutyrate	shock	4
sodium.phenylbutyrate	depression	4
sodium.phenylbutyrate	irritability	4
sodium.phenylbutyrate	gastrointestinal pain	4
sodium.phenylbutyrate	blood potassium decreased	4
sodium.phenylbutyrate	anaemia	4
sodium.phenylbutyrate	road traffic accident	4
sodium.phenylbutyrate	amenorrhoea	5
sodium.phenylbutyrate	rash	4
sodium.phenylbutyrate	thrombocytosis	4
sodium.phenylbutyrate	abdominal pain	4
metolazone	asthenia	4
metolazone	feeling abnormal	4
metolazone	chest pain	4
metolazone	lethargy	4
metolazone	ill-defined disorder	4
metolazone	headache	4
metolazone	swelling	4
metolazone	dizziness	5
metolazone	muscle spasms	4
metolazone	discomfort	4
metolazone	fatigue	4
metolazone	arthralgia	4
metolazone	malaise	4
metolazone	musculoskeletal discomfort	4
metoprolol	asthenia	5
metoprolol	arthritis	1
metoprolol	peripheral coldness	4
metoprolol	somnolence	3
metoprolol	depressed level of consciousness	2
metoprolol	loss of consciousness	4
metoprolol	paraesthesia	3
metoprolol	constipation	3
metoprolol	feeling abnormal	1
metoprolol	cardiovascular disorder	1
metoprolol	anxiety	2
metoprolol	hallucination	1
metoprolol	disturbance in attention	3
metoprolol	dermatitis	3
metoprolol	chest pain	2
metoprolol	bronchospasm	3
metoprolol	syncope	4
metoprolol	flatulence	4
metoprolol	urticaria	3
metoprolol	cardiac failure	3
metoprolol	personality disorder	1
metoprolol	diarrhoea	3
metoprolol	intermittent claudication	1
metoprolol	palpitations	3
metoprolol	dyspnoea	4
metoprolol	insomnia	3
metoprolol	confusional state	1
metoprolol	oedema	3
metoprolol	gangrene	1
metoprolol	weight increased	2
metoprolol	tinnitus	1
metoprolol	diabetes mellitus	1
metoprolol	mental disability	3
metoprolol	agranulocytosis	2
metoprolol	sexual dysfunction	2
metoprolol	hepatitis	1
metoprolol	atrioventricular block first degree	4
metoprolol	conduction disorder	1
metoprolol	hypertension	4
metoprolol	musculoskeletal pain	1
metoprolol	vertigo	4
metoprolol	hyperhidrosis	2
metoprolol	conjunctivitis	2
metoprolol	vomiting	4
metoprolol	bradycardia	4
metoprolol	abdominal pain upper	4
metoprolol	headache	4
metoprolol	arrhythmia	2
metoprolol	cardiogenic shock	3
metoprolol	dizziness	4
metoprolol	thrombocytopenia	1
metoprolol	memory impairment	1
metoprolol	altered state of consciousness	2
metoprolol	acute myocardial infarction	3
metoprolol	deafness	1
metoprolol	orthostatic hypotension	5
metoprolol	atrioventricular block	3
metoprolol	nervousness	2
metoprolol	muscle spasms	3
metoprolol	nausea	4
metoprolol	shock	4
metoprolol	depression	3
metoprolol	psoriasis	1
metoprolol	angina pectoris	1
metoprolol	tension	2
metoprolol	fatigue	5
metoprolol	arthralgia	3
metoprolol	gastrointestinal pain	4
metoprolol	rash	3
metoprolol	dyspepsia	4
metoprolol	abdominal pain	4
metoprolol	nightmare	3
metoprolol	oedema peripheral	4
metoprolol	hypotension	5
metoprolol	photosensitivity reaction	1
metoprolol	liver function test abnormal	1
metoprolol	dyspnoea exertional	4
metoprolol	musculoskeletal discomfort	3
metoprolol	pruritus	4
metoprolol	libido disorder	1
metronidazole	eye disorder	3
metronidazole	candida infection	4
metronidazole	asthenia	4
metronidazole	decreased appetite	4
metronidazole	vulvovaginal mycotic infection	3
metronidazole	breast pain	4
metronidazole	dry skin	4
metronidazole	basal cell carcinoma	3
metronidazole	paraesthesia	1
metronidazole	nasal congestion	4
metronidazole	constipation	5
metronidazole	burning sensation	3
metronidazole	pharyngitis	4
metronidazole	bronchitis	4
